"","X","Animal.ID","Name","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color","Intake.Date","Outcome.Subtype","Sex.upon.Outcome","Age.upon.Outcome","date.y","DOB","outcome","kitten","juvenile","young_adult","adult","old","multicolor","black","blue","brown","gray","orange","seal","silver","white","dom_short","dom_med","dom_long","siam","adopted","AgeDaysInt"
"21013",21013,"A738591","","5801 Alomar Cv in Travis (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair Mix","Blue Tabby",2016-11-18,"SCRP","Unknown","1 year",2016-11-19,2015-11-18,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",366
"21015",21015,"A738639","","2101 W Slaughter Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie",2016-11-18,"Partner","Intact Female","1 month",2016-11-19,2016-10-11,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",38
"21019",21019,"A738649","*Harrison","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Male","0 years","Domestic Shorthair Mix","Black/White",2016-11-19,"Foster","Neutered Male","2 months",2017-02-04,2016-11-19,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",0
"21020",21020,"A738712","Jim","5500 Ponciana in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Orange Tabby",2016-11-19,"Foster","Neutered Male","3 months",2017-01-25,2016-10-18,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",32
"21029",21029,"A738651","*Hilliard","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Male","0 years","Domestic Shorthair Mix","Black/White",2016-11-19,"Foster","Neutered Male","2 months",2017-02-15,2016-11-19,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",0
"21030",21030,"A738723","*Celene","1911 Espino Cv in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Tortie",2016-11-19,"Foster","Spayed Female","1 month",2016-12-09,2016-10-11,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",39
"21032",21032,"A738669","*Neeko","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2016-11-19,"","Neutered Male","2 months",2016-11-27,2016-09-19,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",61
"21041",21041,"A738711","*Betty","5500 Ponciana in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Torbie/White",2016-11-19,"Foster","Spayed Female","3 months",2017-02-04,2016-10-18,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",32
"21043",21043,"A738654","Lulu","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Brown Tabby",2016-11-19,"","Spayed Female","1 year",2016-12-29,2015-11-19,"Adoption",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",366
"21054",21054,"A738709","*Benny","5500 Ponciana in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Torbie",2016-11-19,"Foster","Spayed Female","3 months",2017-02-04,2016-10-18,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",32
"21055",21055,"A738724","*Clarence","1911 Espino Cv in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue/White",2016-11-19,"","Neutered Male","1 month",2016-12-11,2016-10-11,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",39
"21058",21058,"A738784","Mylo","Cesar Chavez St & W Cesar Chavez St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange/White",2016-11-20,"","Neutered Male","2 months",2016-11-25,2016-09-20,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",61
"21059",21059,"A738751","","3102 Robinson Ave in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Cream Tabby",2016-11-20,"SCRP","Intact Female","1 year",2016-11-21,2015-11-20,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",366
"21062",21062,"A738783","Trillow","Austin (TX)","Owner Surrender","Sick","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Brown Tabby",2016-11-20,"Foster","Spayed Female","2 years",2017-01-03,2014-11-20,"Adoption",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",731
"21064",21064,"A738769","","7611 Bennet Ave in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair Mix","Brown Tabby",2016-11-20,"","Spayed Female","2 months",2016-12-20,2016-10-14,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"1",37
"21065",21065,"A738771","","5005 Manor Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Medium Hair Mix","Tortie",2016-11-20,"Suffering","Intact Female","1 year",2016-11-22,2015-11-20,"Euthanasia",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",366
"21068",21068,"A738759","","1300 Crossing Pl in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black",2016-11-20,"Partner","Intact Male","3 weeks",2016-11-21,2016-10-29,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",22
"21071",21071,"A738753","","2207 Wickersham Ln in Austin (TX)","Stray","Normal","Cat","Unknown","4 days","Domestic Shorthair Mix","Brown Tabby",2016-11-20,"Partner","Unknown","4 days",2016-11-20,2016-11-16,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",4
"21076",21076,"A738804","","3000 E 3Rd in Austin (TX)","Stray","Injured","Cat","Intact Male","5 weeks","Domestic Medium Hair Mix","Brown Tabby",2016-11-21,"Partner","Intact Male","1 month",2016-11-23,2016-10-17,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0",35
"21079",21079,"A738833","","12345 Alameda Trace Cir #916 in Austin (TX)","Stray","Nursing","Cat","Unknown","1 weeks","Domestic Shorthair Mix","Gray/White",2016-11-22,"Partner","Unknown","1 weeks",2016-11-22,2016-11-13,"Transfer",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0",9
"21092",21092,"A738835","","12345 Alameda Trace Cir #916 in Austin (TX)","Stray","Nursing","Cat","Intact Male","1 weeks","Domestic Shorthair Mix","Black",2016-11-22,"In Kennel","Intact Male","1 weeks",2016-11-22,2016-11-13,"Died",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",9
"21093",21093,"A738844","*Alexandria","720 Airport Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair Mix","Black/Black",2016-11-22,"","Spayed Female","5 months",2016-11-30,2016-06-22,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",153
"21097",21097,"A738901","","11215 Research Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Maine Coon Mix","Brown",2016-11-23,"Partner","Intact Female","1 year",2016-11-28,2015-11-23,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",366
"21107",21107,"A738958","","5420 Middle Fiskville Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Calico",2016-11-25,"","Spayed Female","1 year",2016-11-30,2015-06-25,"Adoption",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",519
"21110",21110,"A738964","","1601 East Slaughter  Lane #27 in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Longhair Mix","Black",2016-11-25,"Partner","Intact Male","3 months",2016-11-27,2016-08-25,"Transfer",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0",92
"21111",21111,"A739019","","401 Little Texas Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Black/White",2016-11-26,"Partner","Intact Female","3 weeks",2016-11-26,2016-11-04,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",22
"21116",21116,"A739031","","13005 Heinemann Dr in Austin (TX)","Stray","Normal","Cat","Neutered Male","1 year","Domestic Medium Hair Mix","Blue/White",2016-11-26,"SCRP","Neutered Male","1 year",2016-11-27,2015-11-26,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"0",366
"21118",21118,"A739050","Peaches","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","11 years","Domestic Longhair/Persian","Orange Tabby/White",2016-11-26,"Foster","Spayed Female","11 years",2016-12-21,2005-11-27,"Adoption",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",4017
"21119",21119,"A739029","Teddy","804 Plumpton Dr in Austin (TX)","Stray","Injured","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Brown Tabby",2016-11-26,"","Spayed Female","1 year",2016-12-05,2015-11-26,"Return to Owner",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",366
"21121",21121,"A739082","*Mimi","2239 Cromwell Cir in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","White/Blue",2016-11-27,"","Spayed Female","1 year",2016-12-02,2015-11-27,"Adoption",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",366
"21125",21125,"A739135","","Burleson Court in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair Mix","Calico",2016-11-28,"Partner","Unknown","2 weeks",2016-11-28,2016-11-13,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",15
"21130",21130,"A739122","","Marigold And Blue Bell Circle in Austin (TX)","Stray","Normal","Cat","Unknown","8 months","Domestic Shorthair Mix","Brown Tabby",2016-11-28,"SCRP","Unknown","8 months",2016-11-29,2016-03-28,"Transfer",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",245
"21133",21133,"A739188","Sailor","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","White/Gray",2016-11-29,"","Spayed Female","1 year",2016-12-07,2015-11-29,"Adoption",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",366
"21136",21136,"A739192","","400 Genard St in Austin (TX)","Stray","Sick","Cat","Intact Female","1 year","Domestic Shorthair Mix","Blue Tabby/White",2016-11-29,"Suffering","Intact Female","1 year",2016-11-29,2015-11-29,"Euthanasia",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",366
"21141",21141,"A739207","","15008A Fm 812 in Del Valle (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Lynx Point",2016-11-29,"Foster","Spayed Female","3 months",2017-02-08,2016-10-17,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",43
"21142",21142,"A739203","","1920 E Riverside Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Medium Hair Mix","Brown Tabby",2016-11-29,"Suffering","Intact Male","4 weeks",2016-11-30,2016-10-30,"Euthanasia",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0",30
"21144",21144,"A739202","Wink","2007 Garden St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair Mix","Brown Tabby/Tortie",2016-11-29,"","Spayed Female","3 months",2017-01-07,2016-09-29,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",61
"21148",21148,"A739227","","1602 Citation Dr in Del Valle (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair Mix","Gray/White",2016-11-29,"SCRP","Unknown","1 year",2016-11-30,2015-11-29,"Transfer",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0",366
"21150",21150,"A739274","Meg","Ridge Point in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair Mix","Calico/Black",2016-11-30,"","Intact Female","2 months",2016-12-31,2016-10-24,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",37
"21154",21154,"A739272","Olivia","Ridge Point in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Medium Hair Mix","Calico",2016-11-30,"","Spayed Female","2 months",2017-01-22,2016-11-09,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",21
"21156",21156,"A739273","*Amy","Ridge Point in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair Mix","Calico/White",2016-11-30,"","Intact Female","1 month",2016-12-22,2016-10-24,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",37
"21162",21162,"A739385","Laksa","9503 Queenswood Dr in Austin (TX)","Stray","Normal","Cat","Spayed Female","10 years","British Shorthair","Blue",2016-12-01,"","Spayed Female","10 years",2016-12-04,2006-12-04,"Return to Owner",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",3650
"21164",21164,"A739357","","1237 Eleanor St in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Blue Tabby",2016-12-01,"Partner","Intact Male","2 months",2016-12-11,2016-09-16,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",76
"21165",21165,"A739378","*Ora","Parkwood Rd & Crestwood Rd in Austin (TX)","Stray","Normal","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Brown Tabby",2016-12-01,"","Spayed Female","2 years",2017-01-29,2014-12-01,"Adoption",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",731
"21166",21166,"A739342","","6610 Fm1327 in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Medium Hair Mix","Black/Gray Tabby",2016-12-01,"Partner","Intact Female","2 weeks",2016-12-01,2016-11-16,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",15
"21167",21167,"A739383","*Bumble","Providence Ave & Atkinson Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black/White",2016-12-01,"Partner","Intact Male","2 months",2016-12-05,2016-10-01,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",61
"21173",21173,"A739349","","8600 Brodie Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Blue Tabby",2016-12-01,"Partner","Intact Female","2 months",2016-12-11,2016-10-01,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",61
"21174",21174,"A739348","","8600 Brodie Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue Tabby",2016-12-01,"Partner","Intact Male","2 months",2016-12-11,2016-10-01,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",61
"21176",21176,"A739382","","1030 Atkinson Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Siamese Mix","Tortie Point",2016-12-01,"SCRP","Intact Female","1 year",2016-12-02,2015-12-01,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0",366
"21181",21181,"A739344","*Nelson","16493 Cameron Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black",2016-12-01,"","Intact Male","2 months",2017-01-08,2016-10-12,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",50
"21184",21184,"A739337","","6610 Fm1327 in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Black",2016-12-01,"Partner","Intact Male","2 weeks",2016-12-01,2016-11-16,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",15
"21189",21189,"A739333","*Bea","4809 S Congress Ave in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Medium Hair Mix","Blue Tabby",2016-12-01,"Suffering","Intact Female","2 months",2016-12-08,2016-09-16,"Euthanasia",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"0",76
"21191",21191,"A739406","","601 Saddle Horn Dr in Travis (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair Mix","Brown Tabby",2016-12-02,"SCRP","Intact Female","6 months",2016-12-12,2016-06-02,"Transfer",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",183
"21193",21193,"A739394","Lilly","Outside Jurisdiction","Owner Surrender","Normal","Cat","Spayed Female","4 years","Russian Blue Mix","Blue/White",2016-12-02,"","Spayed Female","4 years",2016-12-14,2012-12-02,"Return to Owner",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0",1461
"21198",21198,"A739444","*Roo","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2016-12-03,"","Neutered Male","2 months",2016-12-27,2016-10-12,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",52
"21201",21201,"A739441","*Flower","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2016-12-03,"","Spayed Female","2 months",2016-12-27,2016-10-12,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",52
"21206",21206,"A739494","","3209 S Ih 35 in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Longhair Mix","Black/White",2016-12-03,"Partner","Intact Male","3 weeks",2016-12-03,2016-11-11,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0",22
"21210",21210,"A739442","*Piglet","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Longhair Mix","Brown Tabby",2016-12-03,"","Spayed Female","2 months",2016-12-27,2016-10-12,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"1",52
"21213",21213,"A739443","*Christopher","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Longhair Mix","Brown Tabby",2016-12-03,"","Neutered Male","2 months",2016-12-27,2016-10-12,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"1",52
"21215",21215,"A739482","","2801 S Lakeline Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 years","Domestic Shorthair Mix","Blue Tabby",2016-12-03,"SCRP","Intact Male","3 years",2016-12-04,2013-12-03,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",1096
"21216",21216,"A739498","","3209 S Ih 35 in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Longhair Mix","Blue Tabby",2016-12-03,"Partner","Intact Female","3 weeks",2016-12-03,2016-11-11,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0",22
"21228",21228,"A739640","","12509 Twin Creek Rd in Travis (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Calico",2016-12-05,"","Spayed Female","3 months",2016-12-10,2016-09-05,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",91
"21229",21229,"A739653","","104 W Grady in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Brown Tabby",2016-12-05,"SCRP","Intact Female","1 year",2016-12-06,2015-12-05,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",366
"21233",21233,"A739637","","12509 Twin Creek Rd in Travis (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","White/Black",2016-12-05,"","Neutered Male","3 months",2016-12-09,2016-09-05,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",91
"21234",21234,"A739654","","7001 S Congress in Austin (TX)","Stray","Normal","Cat","Intact Male","9 months","Domestic Shorthair Mix","Orange Tabby",2016-12-05,"SCRP","Intact Male","10 months",2016-12-06,2016-02-05,"Transfer",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",304
"21235",21235,"A739639","","12509 Twin Creek Rd in Travis (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Orange Tabby/White",2016-12-05,"","Neutered Male","3 months",2016-12-09,2016-09-05,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",91
"21236",21236,"A739594","*Cecil","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","5 years","Domestic Shorthair","Blue",2016-12-05,"Partner","Neutered Male","5 years",2016-12-10,2011-12-05,"Transfer",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",1827
"21237",21237,"A739606","*Cooper","6200 Burleson Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Longhair Mix","Orange Tabby/White",2016-12-05,"","Neutered Male","3 months",2016-12-10,2016-09-05,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"1",91
"21239",21239,"A739652","Nellie Ann","104 W Grady in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Blue Tabby",2016-12-05,"","Spayed Female","2 months",2016-12-09,2016-10-05,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",61
"21242",21242,"A739636","","12509 Twin Creek Rd in Travis (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Calico",2016-12-05,"","Spayed Female","3 months",2016-12-09,2016-09-05,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",91
"21243",21243,"A739593","Elizabeth","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","7 years","Domestic Shorthair","Black/White",2016-12-05,"Partner","Spayed Female","7 years",2016-12-10,2009-12-05,"Transfer",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",2557
"21244",21244,"A739671","Noel","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","White/Brown Tabby",2016-12-05,"","Spayed Female","1 year",2016-12-06,2015-12-05,"Return to Owner",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",366
"21245",21245,"A739718","Bessie","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Black/White",2016-12-06,"","Spayed Female","3 months",2016-12-21,2016-09-06,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",91
"21247",21247,"A739714","Suki","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Black",2016-12-06,"","Neutered Male","3 months",2016-12-17,2016-09-06,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",91
"21251",21251,"A739705","*Billy","6809 S Ih 35 in Austin (TX)","Stray","Normal","Cat","Neutered Male","8 years","Domestic Shorthair Mix","Blue Tabby",2016-12-06,"Partner","Neutered Male","8 years",2016-12-18,2008-12-06,"Transfer",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",2922
"21261",21261,"A739820","","6506 Bolm Rd in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair Mix","Orange Tabby",2016-12-07,"Partner","Unknown","2 weeks",2016-12-07,2016-11-22,"Transfer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",15
"21263",21263,"A739799","","4609 Alf Avenue in Austin (TX)","Stray","Normal","Cat","Intact Male","7 months","Domestic Shorthair Mix","Brown Tabby",2016-12-07,"SCRP","Intact Male","7 months",2016-12-12,2016-05-07,"Transfer",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",214
"21270",21270,"A739800","","4609 Alf Avenue in Austin (TX)","Stray","Normal","Cat","Intact Female","7 months","Domestic Shorthair Mix","Brown Tabby/White",2016-12-07,"SCRP","Intact Female","7 months",2016-12-12,2016-05-07,"Transfer",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",214
"21273",21273,"A739841","*Alice Ann","Old Manchaca Rd & Marshitahs Way in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Manx Mix","Brown Tabby",2016-12-07,"","Spayed Female","2 months",2016-12-22,2016-10-07,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",61
"21283",21283,"A739850","*Greta","2001 Kenneth Ave #A in Austin (TX)","Public Assist","Normal","Cat","Intact Female","6 months","Domestic Shorthair Mix","Brown Tabby",2016-12-08,"","Spayed Female","6 months",2016-12-20,2016-06-08,"Adoption",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",183
"21285",21285,"A739872","*Morgan","8305 Burrell Dr in Austin (TX)","Stray","Normal","Cat","Neutered Male","6 years","Domestic Shorthair Mix","Brown Tabby",2016-12-08,"","Neutered Male","6 years",2016-12-23,2010-12-08,"Adoption",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",2192
"21286",21286,"A739870","*Whitney","7304 Black Mountain Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Domestic Shorthair Mix","Black",2016-12-08,"","Spayed Female","4 months",2016-12-20,2016-08-08,"Adoption",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",122
"21290",21290,"A739856","Pugsley","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","6 years","Domestic Longhair Mix","Blue/White",2016-12-08,"Partner","Neutered Male","6 years",2016-12-13,2010-12-08,"Transfer",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"0",2192
"21291",21291,"A739919","Jetta","Pflugerville (TX)","Stray","Normal","Cat","Spayed Female","6 years","Domestic Shorthair Mix","Orange Tabby",2016-12-08,"Partner","Spayed Female","6 years",2017-01-31,2010-12-08,"Transfer",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",2192
"21300",21300,"A739966","*Skippyjohn","Pleasant Valley And Nuckols Crossing in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Siamese Mix","Seal Point",2016-12-09,"Foster","Neutered Male","2 months",2017-01-11,2016-11-09,"Adoption",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"1",30
"21318",21318,"A740065","Harley","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 years","Domestic Longhair Mix","Black/White",2016-12-10,"Partner","Spayed Female","2 years",2016-12-26,2014-12-10,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0",731
"21325",21325,"A740078","*Taylor","2213 Palo Pinto Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby/White",2016-12-10,"","Intact Male","2 months",2016-12-24,2016-10-10,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",61
